hanzi,keyword,zhuyin,pinyin,decomposition,definition,example,example_zhuyin,example_pinyin,simplified,rth_index,frequency_index,learn_order,network_level,decompstr 
詹,verbose/snitch,ㄓㄢ,zhān,"{'character': '詹', 'once': ['⺈', 'No glyph available'], 'radical': ['⺈', '厂', '八', '言'], 'graphical': ['⺈', '厂', '八', '一', '丶', '二', '口']}","surname; talk too much, verbose",,,,,1477,2372,2898,4,"['⺈\t', '⺈\t厂\t八\t言', '⺈\t厂\t八\t一\t丶\t二\t口']"
擔,assume responsibility,ㄉㄢ,dān,"{'character': '擔', 'once': ['扌', '詹'], 'radical': ['扌', '⺈', '厂', '八', '言'], 'graphical': ['亅', '二', '⺈', '厂', '八', '一', '丶', '二', '口']}","carry, bear, undertake",擔心 擔任 負擔,ㄉㄢ ㄒㄧㄣ   ㄉㄢ ㄖㄣ`  ㄈㄨ`ㄉㄢ ,dānxīn dānrèn fùdān,担,1478,982,1046,3,"['扌 [finger]詹 [verbose/snitch]\t', '扌\t⺈\t厂\t八\t言', '亅\t二\t⺈\t厂\t八\t一\t丶\t二\t口']"
努,toil,ㄋㄨˇ,nǔ,"{'character': '努', 'once': ['奴', '力'], 'radical': ['女', '又', '力'], 'graphical': ['㇛', '一', '丿', '㇇', '㇏', '㇆', '丿']}","to exert, strive, make an effort; to pout",努力,ㄋㄨˇㄌㄧ`,nǔlì,,694,983,1412,3,"['奴 [slave]力 [power]\t', '女\t又\t力', '㇛\t一\t丿\t㇇\t㇏\t㇆\t丿']"
郭,outer walls,ㄍㄨㄛ,guō,"{'character': '郭', 'once': ['享', '阝'], 'radical': ['亠', '口', '子', '阝'], 'graphical': ['一', '丶', '口', '㇇', '亅', '一', '丨', '㇌']}",outer part (of a city); surname,,,,,2735,984,1665,4,"['享 [enjoy]阝 [city walls]\t', '亠\t口\t子\t阝', '一\t丶\t口\t㇇\t亅\t一\t丨\t㇌']"
兼,double,ㄐㄧㄢ,jiān,"{'character': '兼', 'once': ['䒑', 'No glyph available'], 'radical': ['丷', '一', 'No glyph available', '八', '⺕'], 'graphical': ['丷', '一', '丨', '八', '匚', '一']}","unite, combine; connect; and",兼職,ㄐㄧㄢ ㄓˊ,jiānzhí,,2144,1526,1350,2,"['䒑 [horn/bunny ears]\t', '丷\t一\tNo glyph available\t八\t⺕', '丷\t一\t丨\t八\t匚\t一']"
歉,apology,ㄑㄧㄢ`,qiàn,"{'character': '歉', 'once': ['兼', '欠'], 'radical': ['丷', '一', 'No glyph available', '八', '⺕', '欠'], 'graphical': ['丷', '一', '丨', '八', '匚', '一', '⺈', '人']}","deficient, lacking, insufficient",道歉 歉意 抱歉,ㄉㄠ`ㄑㄧㄢ`  ㄑㄧㄢ`ㄧ`  ㄅㄠ`ㄑㄧㄢ`,dàoqiàn qiànyì bàoqiàn,,2148,985,2648,3,"['兼 [double]欠 [lack/yawn]\t', '丷\t一\tNo glyph available\t八\t⺕\t欠', '丷\t一\t丨\t八\t匚\t一\t⺈\t人']"
紙,paper,ㄓˇ,zhǐ,"{'character': '紙', 'once': ['糹', '氏'], 'radical': ['糹', '氏'], 'graphical': ['㇛', '丶', '丶', '㇒', '㇗', '㇂', '一']}",paper,報紙 衛生紙 紙張,ㄅㄠ`ㄓˇ  ㄨㄟ`ㄕㄥ ㄓˇ  ㄓˇㄓㄤ ,bàozhǐ wèishēngzhǐ zhǐzhāng,纸,1329,986,1094,2,"['糹 [thread]氏 [family name]\t', '糹\t氏', '㇛\t丶\t丶\t㇒\t㇗\t㇂\t一']"
貼,paste,ㄊㄧㄝ,tiē,"{'character': '貼', 'once': ['貝', '占'], 'radical': ['貝', '⺊', '口'], 'graphical': ['口', '二', '八', '丨', '一', '口']}","paste to, stick on; attached to",體貼 貼心 津貼,ㄊㄧˇㄊㄧㄝ   ㄊㄧㄝ ㄒㄧㄣ   ㄐㄧㄣ ㄊㄧㄝ ,tǐtiē tiēxīn jīntiē,贴,52,987,1736,3,"['貝 [shellfish]占 [tell fortunes]\t', '貝\t⺊\t口', '口\t二\t八\t丨\t一\t口']"
暗,dark,ㄢ`,àn,"{'character': '暗', 'once': ['日', '音'], 'radical': ['日', '音'], 'graphical': ['口', '一', '一', '丶', '丷', '一', '口', '一']}","dark; obscure; in secret, covert",暗中 黑暗 暗暗,ㄢ`ㄓㄨㄥ   ㄏㄟ ㄢ`  ㄢ`ㄢ`,ànzhōng hēiàn ànàn,,450,988,1219,5,"['日 [day]音 [sound]\t', '日\t音', '口\t一\t一\t丶\t丷\t一\t口\t一']"
呼,shout,ㄏㄨ,hū,"{'character': '呼', 'once': ['口', '乎'], 'radical': ['口', '㇒', '𠂇', '丷'], 'graphical': ['口', '㇒', '𠂇', '丷']}","breathe sigh, exhale; call, shout",打招呼 呼吸 歡呼,ㄉㄚˇㄓㄠ ㄏㄨ˙  ㄏㄨ ㄒㄧ   ㄏㄨㄢ ㄏㄨ ,dǎzhāohu hūxī huānhū,,1107,989,1023,2,"['口 [mouth]乎 [ooh!]\t', '口\t㇒\t𠂇\t丷', '口\t㇒\t𠂇\t丷']"
罷,cease,ㄅㄚ`,bà,"{'character': '罷', 'once': ['罒', '能'], 'radical': ['罒', '厶', '月', 'No glyph available'], 'graphical': ['口', '丨', '㇛', '丶', '冂', '二', '匕']}","cease, finish, stop; give up",罷工 罷了,ㄅㄚ`ㄍㄨㄥ   ㄅㄚ`ㄌㄜ˙,bàgōng bàle,罢,2892,990,1179,2,"['罒 [net]能 [ability]\t', '罒\t厶\t月\tNo glyph available', '口\t丨\t㇛\t丶\t冂\t二\t匕']"
巧,adroit,ㄑㄧㄠˇ,qiǎo,"{'character': '巧', 'once': ['工', '丂'], 'radical': ['工', '一', '㇉'], 'graphical': ['一', '丨', '一', '一', '㇉']}","skillful, ingenious, clever",巧克力 技巧 巧妙,ㄑㄧㄠˇㄎㄜ`ㄌㄧ`  ㄐㄧ`ㄑㄧㄠˇ  ㄑㄧㄠˇㄇㄧㄠ`,qiǎokèlì jìqiǎo qiǎomiào,,950,991,1382,2,"['工 [work/I-beam]丂 [snare]\t', '工\t一\t㇉', '一\t丨\t一\t一\t㇉']"
彗,,ㄏㄨㄟ`,huì,"{'character': '彗', 'once': ['No glyph available', '彐'], 'radical': ['No glyph available', '彐'], 'graphical': ['丰', '㇕', '二']}",broomstick; comet,彗星,ㄏㄨㄟ`ㄒㄧㄥ ,huìxīng,,,3074,2407,1,"['彐 [broom]\t', 'No glyph available\t彐', '丰\t㇕\t二']"
慧,intelligent,ㄏㄨㄟ`,huì,"{'character': '慧', 'once': ['彗', '心'], 'radical': ['No glyph available', '彐', '心'], 'graphical': ['丰', '㇕', '二', '𠁼', '㇃']}","bright, intelligent; intelligence",智慧,ㄓ`ㄏㄨㄟ`,zhìhuì,,1169,992,1985,2,"['彗心 [heart]\t', 'No glyph available\t彐\t心', '丰\t㇕\t二\t𠁼\t㇃']"
穿,pass through,ㄔㄨㄢ,chuān,"{'character': '穿', 'once': ['穴', '牙'], 'radical': ['穴', '牙'], 'graphical': ['冖', '丶', '八', '一', '丨', '㇜', '亅', '丿']}","penetrate, pierce, drill; wear",穿梭,ㄔㄨㄢ ㄙㄨㄛ ,chuānsuō,,1375,993,1008,2,"['穴 [hole]牙 [tooth]\t', '穴\t牙', '冖\t丶\t八\t一\t丨\t㇜\t亅\t丿']"
詳,detailed,ㄒㄧㄤˊ,xiáng,"{'character': '詳', 'once': ['言', '羊'], 'radical': ['言', '羊'], 'graphical': ['一', '丶', '二', '口', '一', '二', '丨', '丷']}","detailed, complete, thorough",詳細 安詳 周詳,ㄒㄧㄤˊㄒㄧ`  ㄢ ㄒㄧㄤˊ  ㄓㄡ ㄒㄧㄤˊ,xiángxì ānxiáng zhōuxiáng,详,1729,994,1872,4,"['言 [say]羊 [sheep]\t', '言\t羊', '一\t丶\t二\t口\t一\t二\t丨\t丷']"
雷,thunder,ㄌㄟˊ,léi,"{'character': '雷', 'once': ['雨', '田'], 'radical': ['雨', '田'], 'graphical': ['一', '冂', '丨', '丶', '㇀', '冫', '冂', '一', '丨', '一']}",thunder,雷達 雷同,ㄌㄟˊㄉㄚˊ  ㄌㄟˊㄊㄨㄥˊ,léidá léitóng,,398,995,1327,2,"['雨 [rain]田 [rice field]\t', '雨\t田', '一\t冂\t丨\t丶\t㇀\t冫\t冂\t一\t丨\t一']"
協,cooperate,ㄒㄧㄝˊ,xié,"{'character': '協', 'once': ['十', '劦'], 'radical': ['十', '劦'], 'graphical': ['一', '丨', '劦']}",be united; cooperate,協助 妥協 協辦,ㄒㄧㄝˊㄓㄨ`  ㄊㄨㄛˇㄒㄧㄝˊ  ㄒㄧㄝˊㄅㄢ`,xiézhù tuǒxié xiébàn,协,698,996,1060,3,"['十 [ten]劦 [3 acrobats]\t', '十\t劦', '一\t丨\t劦']"
叔,uncle,ㄕㄨ,shū,"{'character': '叔', 'once': ['尗', '又'], 'radical': ['⺊', '一', '小', '又'], 'graphical': ['丨', '一', '一', '亅', '八', '㇇', '㇏']}",father's younger brother,叔叔,ㄕㄨ ㄕㄨ˙,shūshu,,604,1998,1052,3,"['尗又 [again]\t', '⺊\t一\t小\t又', '丨\t一\t一\t亅\t八\t㇇\t㇏']"
督,superintend,ㄉㄨ,dū,"{'character': '督', 'once': ['叔', '目'], 'radical': ['⺊', '一', '小', '又', '目'], 'graphical': ['丨', '一', '一', '亅', '八', '㇇', '㇏', '口', '二']}","supervise, oversee, direct",基督教 督促 基督,ㄐㄧ ㄉㄨ ㄐㄧㄠ`  ㄉㄨ ㄘㄨ`  ㄐㄧ ㄉㄨ ,Jīdūjiào dūcù Jīdū,,605,997,1445,4,"['叔 [uncle]目 [eye]\t', '⺊\t一\t小\t又\t目', '丨\t一\t一\t亅\t八\t㇇\t㇏\t口\t二']"
雇,hire,ㄍㄨ`,gù,"{'character': '雇', 'once': ['户', '隹'], 'radical': ['户', '隹'], 'graphical': ['丨', '匚', '丶', '㇒', '丨', '一', '二', '丨', '一', '丶']}","employ, to hire",,,,,832,3209,2300,2,"['户 [door]隹 [turkey]\t', '户\t隹', '丨\t匚\t丶\t㇒\t丨\t一\t二\t丨\t一\t丶']"
顧,look back,ㄍㄨ`,gù,"{'character': '顧', 'once': ['雇', '頁'], 'radical': ['户', '隹', '頁'], 'graphical': ['丨', '匚', '丶', '㇒', '丨', '一', '二', '丨', '一', '丶', '一', '丿', '口', '二', '八']}",look back; look at; look after,顧客 照顧 不顧,ㄍㄨ`ㄎㄜ`  ㄓㄠ`ㄍㄨ˙  ㄅㄨ`ㄍㄨ`,gùkè zhàogu bùgù,顾,833,998,1081,4,"['雇 [hire]頁 [page]\t', '户\t隹\t頁', '丨\t匚\t丶\t㇒\t丨\t一\t二\t丨\t一\t丶\t一\t丿\t口\t二\t八']"
臉,face,ㄌㄧㄢˇ,liǎn,"{'character': '臉', 'once': ['月', '僉'], 'radical': ['月', '人', '一', 'No glyph available'], 'graphical': ['冂', '二', '人', '一', '口', '人']}",face; cheek; reputation,丟臉 臉色 翻臉,ㄉㄧㄡ ㄌㄧㄢˇ  ㄌㄧㄢˇㄙㄜ`  ㄈㄢ ㄌㄧㄢˇ,diūliǎn liǎnsè fānliǎn,脸,788,999,840,2,"['月 [flesh/moon]僉 [debate]\t', '月\t人\t一\tNo glyph available', '冂\t二\t人\t一\t口\t人']"
逢,chance upon,ㄈㄥˊ,féng,"{'character': '逢', 'once': ['辶', '夆'], 'radical': ['辶', '夂', '一', '二', '丨'], 'graphical': ['丶', '㇆', '㇝', '㇇', '㇏', '㇒', '一', '二', '丨']}","come upon, happen meet; flatter",,,,,2524,1000,1596,4,"['辶 [road]夆\t', '辶\t夂\t一\t二\t丨', '丶\t㇆\t㇝\t㇇\t㇏\t㇒\t一\t二\t丨']"
島,island,ㄉㄠˇ,dǎo,"{'character': '島', 'once': ['No glyph available', '山'], 'radical': ['No glyph available', '一', '㇉', '丶', '一', '山'], 'graphical': ['匚', '一', '㇉', '丶', '一', '丨', '凵']}",island,半島 島嶼 群島,ㄅㄢ`ㄉㄠˇ  ㄉㄠˇㄩˇ  ㄑㄩㄣˊㄉㄠˇ,bàndǎo dǎoyǔ qúndǎo,岛,1399,1001,1323,2,"['山 [mountain]\t', 'No glyph available\t一\t㇉\t丶\t一\t山', '匚\t一\t㇉\t丶\t一\t丨\t凵']"
獎,award,ㄐㄧㄤˇ,jiǎng,"{'character': '獎', 'once': ['將', '犬'], 'radical': ['爿', '月', '寸', '犬'], 'graphical': ['爿', '冂', '二', '𠂇', '亅', '丶', '人', '一', '丶']}","prize, reward; give award to",獎學金 得獎 獎金,ㄐㄧㄤˇㄒㄩㄝˊㄐㄧㄣ   ㄉㄜˊㄐㄧㄤˇ  ㄐㄧㄤˇㄐㄧㄣ ,jiǎngxuéjīn déjiǎng jiǎngjīn,奖,2190,1002,1515,3,"['將 [General]犬 [pooch]\t', '爿\t月\t寸\t犬', '爿\t冂\t二\t𠂇\t亅\t丶\t人\t一\t丶']"
游,go swimming,ㄧㄡˊ,yóu,"{'character': '游', 'once': ['氵', '斿'], 'radical': ['氵', '方', '丿', '一', '子'], 'graphical': ['⺀', '㇀', '一', '丶', '丿', '㇆', '丿', '一', '㇇', '亅', '一']}","to swim; float, drift; wander, roam",游泳 游泳池 上游,ㄧㄡˊㄩㄥˇ  ㄧㄡˊㄩㄥˇㄔˊ  ㄕㄤ`ㄧㄡˊ,yóuyǒng yóuyǒngchí shàngyóu,,813,1003,,,"['氵 [water]斿\t', '氵\t方\t丿\t一\t子', '⺀\t㇀\t一\t丶\t丿\t㇆\t丿\t一\t㇇\t亅\t一']"
批,criticize,ㄆㄧ,pī,"{'character': '批', 'once': ['扌', '比'], 'radical': ['扌', '比'], 'graphical': ['亅', '二', '比']}","comment, criticize; wholesale",批評 批判 批發,ㄆㄧ ㄆㄧㄥˊ  ㄆㄧ ㄆㄢ`  ㄆㄧ ㄈㄚ ,pīpíng pīpàn pīfā,,557,1004,816,3,"['扌 [finger]比 [compare]\t', '扌\t比', '亅\t二\t比']"
略,abbreviation,undefined`,lüè,"{'character': '略', 'once': ['田', '各'], 'radical': ['田', '夂', '口'], 'graphical': ['冂', '一', '丨', '一', '㇇', '㇏', '㇒', '口']}","approximately, roughly; outline",策略 忽略 侵略,ㄘㄜ`undefined`  ㄏㄨ undefined`  ㄑㄧㄣ undefined`,cèlüè hūlüè qīnlüè,,1603,1005,1004,3,"['田 [rice field]各 [each]\t', '田\t夂\t口', '冂\t一\t丨\t一\t㇇\t㇏\t㇒\t口']"
短,short,ㄉㄨㄢˇ,duǎn,"{'character': '短', 'once': ['矢', '豆'], 'radical': ['矢', '豆'], 'graphical': ['丿', '一', '人', '一', '一', '口', '丷', '一']}","short; brief; deficient, lacking",縮短 短缺 短暫,ㄙㄨㄛ ㄉㄨㄢˇ  ㄉㄨㄢˇㄑㄩㄝ   ㄉㄨㄢˇㄗㄢ`,suōduǎn duǎnquē duǎnzàn,,1068,1006,993,2,"['矢 [dart]豆 [beans / small table]\t', '矢\t豆', '丿\t一\t人\t一\t一\t口\t丷\t一']"
幻,unreal,ㄏㄨㄢ`,huàn,"{'character': '幻', 'once': ['幺', '㇆'], 'radical': ['幺', '㇆'], 'graphical': ['㇛', '丶', '㇆']}","illusion, fantasy, mirage",幻想 幻象 科幻,ㄏㄨㄢ`ㄒㄧㄤˇ  ㄏㄨㄢ`ㄒㄧㄤ`  ㄎㄜ ㄏㄨㄢ`,huànxiǎng huànxiàng kēhuàn,,1347,1007,1806,2,"['幺 [cocoon]㇆ [clothes hanger]\t', '幺\t㇆', '㇛\t丶\t㇆']"
沙,sand,ㄕㄚ,shā,"{'character': '沙', 'once': ['氵', '少'], 'radical': ['氵', '小', '丿'], 'graphical': ['⺀', '㇀', '亅', '八', '丿']}","sand, gravel, pebbles; granulated",沙發 沙漠 沙灘,ㄕㄚ ㄈㄚ   ㄕㄚ ㄇㄛ`  ㄕㄚ ㄊㄢ ,shāfā shāmò shātān,,136,1008,1051,2,"['氵 [water]少 [few]\t', '氵\t小\t丿', '⺀\t㇀\t亅\t八\t丿']"
散,scattered,ㄙㄢ`,sàn,"{'character': '散', 'once': ['No glyph available', '⺙'], 'radical': ['艹', '一', '月', '⺙'], 'graphical': ['艹', '一', '冂', '二', '丿', '一', '乂']}","scatter, disperse, break up",散步 分散 擴散,ㄙㄢ`ㄅㄨ`  ㄈㄣ ㄙㄢ`  ㄎㄨㄛ`ㄙㄢ`,sànbù fēnsàn kuòsàn,,900,1009,974,3,"['⺙ [taskmaster]\t', '艹\t一\t月\t⺙', '艹\t一\t冂\t二\t丿\t一\t乂']"
敵,enemy,ㄉㄧˊ,dí,"{'character': '敵', 'once': ['No glyph available', '⺙'], 'radical': ['亠', '八', '冂', '十', '口', '⺙'], 'graphical': ['一', '丶', '八', '冂', '一', '丨', '口', '丿', '一', '乂']}","enemy, foe, rival; resist",敵人 天敵,ㄉㄧˊㄖㄣˊ  ㄊㄧㄢ ㄉㄧˊ,dírén tiāndí,敌,418,1010,924,3,"['⺙ [taskmaster]\t', '亠\t八\t冂\t十\t口\t⺙', '一\t丶\t八\t冂\t一\t丨\t口\t丿\t一\t乂']"
輪,wheel,ㄌㄨㄣˊ,lún,"{'character': '輪', 'once': ['車', '侖'], 'radical': ['車', '人', '一', '冂', '艹'], 'graphical': ['二', '丨', '口', '一', '人', '一', '冂', '艹']}","wheel; revolve, turn; recur",輪胎 輪船 輪流,ㄌㄨㄣˊㄊㄞ   ㄌㄨㄣˊㄔㄨㄢˊ  ㄌㄨㄣˊㄌㄧㄡˊ,lúntāi lúnchuán lúnliú,轮,1326,1013,1382,3,"['車 [car]侖 [library]\t', '車\t人\t一\t冂\t艹', '二\t丨\t口\t一\t人\t一\t冂\t艹']"
朝,dynasty,ㄔㄠˊ,cháo,"{'character': '朝', 'once': ['龺', '月'], 'radical': ['十', '日', '十', '月'], 'graphical': ['一', '丨', '口', '一', '一', '丨', '冂', '二']}",dynasty; morning,朝氣,ㄓㄠ ㄑㄧ`,zhāoqì,,48,1014,794,2,"['龺 [mist]月 [flesh/moon]\t', '十\t日\t十\t月', '一\t丨\t口\t一\t一\t丨\t冂\t二']"
窗,window,ㄔㄨㄤ,chuāng,"{'character': '窗', 'once': ['穴', '囱'], 'radical': ['穴', '囗', '丶', '夂'], 'graphical': ['冖', '丶', '八', '冂', '一', '丶', '㇇', '㇏', '㇒']}",window,窗戶 窗口,ㄔㄨㄤ ㄏㄨ˙  ㄔㄨㄤ ㄎㄡˇ,chuānghu chuāngkǒu,,1475,1015,1401,2,"['穴 [hole]囱 [window/chimney]\t', '穴\t囗\t丶\t夂', '冖\t丶\t八\t冂\t一\t丶\t㇇\t㇏\t㇒']"
河,river,ㄏㄜˊ,hé,"{'character': '河', 'once': ['氵', '可'], 'radical': ['氵', '一', '亅', '口'], 'graphical': ['⺀', '㇀', '一', '亅', '口']}",river; stream; yellow river,河流,ㄏㄜˊㄌㄧㄡˊ,héliú,,144,1017,757,3,"['氵 [water]可 [can]\t', '氵\t一\t亅\t口', '⺀\t㇀\t一\t亅\t口']"
藏,hide,ㄘㄤˊ,cáng,"{'character': '藏', 'once': ['艹', '臧'], 'radical': ['艹', '爿', '厂', '戈', '臣'], 'graphical': ['艹', '爿', '厂', '戈', '一', '㇗', '丨', '匚']}","hide, conceal; hoard, store up",潛藏 收藏 隱藏,ㄑㄧㄢˊㄘㄤˊ  ㄕㄡ ㄘㄤˊ  ㄧㄣˇㄘㄤˊ,qiáncáng shōucáng yǐncáng,,2188,1018,1251,4,"['艹 [flower]臧\t', '艹\t爿\t厂\t戈\t臣', '艹\t爿\t厂\t戈\t一\t㇗\t丨\t匚']"
衝,collide,ㄔㄨㄥ,chōng,"{'character': '衝', 'once': ['行', '重'], 'radical': ['行', '㇒', '十', '里'], 'graphical': ['㇒', '丨', '二', '亅', '㇒', '一', '丨', '冂', '一', '丨', '一', '一', '丨', '一']}","rush against, charge ahead",衝動 衝擊 衝突,ㄔㄨㄥ ㄉㄨㄥ`  ㄔㄨㄥ ㄐㄧ   ㄔㄨㄥ ㄊㄨ ,chōngdòng chōngjī chōngtū,冲,1246,1019,,,"['行 [line of business]重 [heavy]\t', '行\t㇒\t十\t里', '㇒\t丨\t二\t亅\t㇒\t一\t丨\t冂\t一\t丨\t一\t一\t丨\t一']"
昆,descendants,ㄎㄨㄣ,kūn,"{'character': '昆', 'once': ['日', '比'], 'radical': ['日', '比'], 'graphical': ['口', '一', '比']}",elder brother; descendants,昆蟲,ㄎㄨㄣ ㄔㄨㄥˊ,kūnchóng,,423,2110,1287,3,"['日 [day]比 [compare]\t', '日\t比', '口\t一\t比']"
混,mix,ㄏㄨㄣ`,hùn,"{'character': '混', 'once': ['氵', '昆'], 'radical': ['氵', '日', '比'], 'graphical': ['⺀', '㇀', '口', '一', '比']}","to mix, blend, mingle; to bumble along",混亂 混合 混淆,ㄏㄨㄣ`ㄌㄨㄢ`  ㄏㄨㄣ`ㄏㄜˊ  ㄏㄨㄣ`ㄒㄧㄠˊ,hùnluàn hùnhé hùnxiáo,,424,1020,1300,4,"['氵 [water]昆 [descendants]\t', '氵\t日\t比', '⺀\t㇀\t口\t一\t比']"
乾,dry,ㄍㄢ,gān,"{'character': '乾', 'once': ['龺', '乞'], 'radical': ['十', '日', '十', '丿', '一', '㇠'], 'graphical': ['一', '丨', '口', '一', '一', '丨', '丿', '一', '㇠']}","dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male)",乾淨 餅乾 乾杯,ㄍㄢ ㄐㄧㄥ`  ㄅㄧㄥˇㄍㄢ   ㄍㄢ ㄅㄟ ,gānjìng bǐnggān gānbēi,干,436,1022,2731,4,"['龺 [mist]乞 [beg]\t', '十\t日\t十\t丿\t一\t㇠', '一\t丨\t口\t一\t一\t丨\t丿\t一\t㇠']"
冠,crown,ㄍㄨㄢ,guān,"{'character': '冠', 'once': ['冖', '㝴'], 'radical': ['冖', '二', '儿', '寸'], 'graphical': ['冖', '二', '丿', '乚', '𠂇', '亅', '丶']}","cap, crown, headgear",冠軍,ㄍㄨㄢ`ㄐㄩㄣ ,guànjūn,,293,1023,1806,4,"['冖 [crown]㝴\t', '冖\t二\t儿\t寸', '冖\t二\t丿\t乚\t𠂇\t亅\t丶']"
熟,ripe,ㄕㄨˊ,shú,"{'character': '熟', 'once': ['孰', '灬'], 'radical': ['亠', '口', '子', '丿', '㇈', '丶', '灬'], 'graphical': ['一', '丶', '口', '㇇', '亅', '一', '丿', '㇈', '丶', '灬']}",well-cooked; ripe; familiar with,成熟 熟悉 熟練,ㄔㄥˊㄕㄨˊ  ㄕㄨˊㄒㄧ   ㄕㄨˊㄌㄧㄢ`,chéngshú shúxī shúliàn,,298,1024,1118,3,"['孰 [enjoy]灬 [campfire]\t', '亠\t口\t子\t丿\t㇈\t丶\t灬', '一\t丶\t口\t㇇\t亅\t一\t丿\t㇈\t丶\t灬']"
鷹,hawk,ㄧㄥ,yīng,"{'character': '鷹', 'once': ['䧹', '鳥'], 'radical': ['广', '亻', '隹', '鳥'], 'graphical': ['厂', '丶', '㇒', '丨', '㇒', '丨', '一', '二', '丨', '一', '丶', '匚', '一', '㇉', '丶', '一', '灬']}","eagle, falcon; Accipiter species (various)",,,,鹰,1397,1025,2317,3,"['䧹 [bird cage]鳥 [bird]\t', '广\t亻\t隹\t鳥', '厂\t丶\t㇒\t丨\t㇒\t丨\t一\t二\t丨\t一\t丶\t匚\t一\t㇉\t丶\t一\t灬']"
延,prolong,ㄧㄢˊ,yán,"{'character': '延', 'once': ['廴', 'No glyph available'], 'radical': ['廴', '㇒', '止'], 'graphical': ['㇋', '㇏', '㇒', '丨', '一', '丨', '一']}","delay, postpone, defer",延長 蔓延 綿延,ㄧㄢˊㄔㄤˊ  ㄇㄢ`ㄧㄢˊ  ㄇㄧㄢˊㄧㄢˊ,Yáncháng mànyán miányán,,371,1313,1293,2,"['廴 [stretch]\t', '廴\t㇒\t止', '㇋\t㇏\t㇒\t丨\t一\t丨\t一']"
蛋,egg,ㄉㄢ`,dàn,"{'character': '蛋', 'once': ['疋', '虫'], 'radical': ['疋', '虫'], 'graphical': ['㇖', '龰', '口', '丨', '𠂉']}",eggs; term of abuse,蛋糕 蛋白質 壞蛋,ㄉㄢ`ㄍㄠ   ㄉㄢ`ㄅㄞˊㄓ`  ㄏㄨㄞ`ㄉㄢ`,dàngāo dànbáizhì huàidàn,,482,1026,1344,2,"['疋 [zoo]虫 [insect]\t', '疋\t虫', '㇖\t龰\t口\t丨\t𠂉']"
酋,chieftain,ㄑㄧㄡˊ,qiú,"{'character': '酋', 'once': ['丷', '酉'], 'radical': ['丷', '酉'], 'graphical': ['丷', '一', '丿', '乚', '口', '一']}","chief of tribe, chieftain",,,,,1063,3616,1559,2,"['丷 [horns]酉 [whiskey bottle]\t', '丷\t酉', '丷\t一\t丿\t乚\t口\t一']"
尊,venerate,ㄗㄨㄣ,zūn,"{'character': '尊', 'once': ['酋', '寸'], 'radical': ['丷', '酉', '寸'], 'graphical': ['丷', '一', '丿', '乚', '口', '一', '𠂇', '亅', '丶']}","respect, revere, venerate; honor",尊敬 尊重 尊嚴,ㄗㄨㄣ ㄐㄧㄥ`  ㄗㄨㄣ ㄓㄨㄥ`  ㄗㄨㄣ ㄧㄢˊ,zūnjìng zūnzhòng zūnyán,,1064,1027,1293,3,"['酋 [chieftain]寸 [Chinese inch / glue]\t', '丷\t酉\t寸', '丷\t一\t丿\t乚\t口\t一\t𠂇\t亅\t丶']"
棄,forsake,ㄑㄧ`,qì,"{'character': '棄', 'once': ['No glyph available', '木'], 'radical': ['亠', '厶', '山', '一', '木'], 'graphical': ['一', '丶', '㇛', '丶', '丨', '凵', '一', '一', '丨', '八']}","reject, abandon, discard",放棄 丟棄 廢棄,ㄈㄤ`ㄑㄧ`  ㄉㄧㄡ ㄑㄧ`  ㄈㄟ`ㄑㄧ`,fàngqì diūqì fèiqì,弃,2173,1028,1675,2,"['木 [tree]\t', '亠\t厶\t山\t一\t木', '一\t丶\t㇛\t丶\t丨\t凵\t一\t一\t丨\t八']"
季,seasons,ㄐㄧ`,jì,"{'character': '季', 'once': ['禾', '子'], 'radical': ['禾', '子'], 'graphical': ['㇒', '一', '丨', '八', '㇇', '亅', '一']}",quarter of year; season; surname,季節 春季 冬季,ㄐㄧ`ㄐㄧㄝˊ  ㄔㄨㄣ ㄐㄧ`  ㄉㄨㄥ ㄐㄧ`,jìjié chūnjì dōngjì,,718,1030,1102,2,"['禾 [standing grain]子 [child]\t', '禾\t子', '㇒\t一\t丨\t八\t㇇\t亅\t一']"
昏,dusk,ㄏㄨㄣ,hūn,"{'character': '昏', 'once': ['氏', '日'], 'radical': ['氏', '日'], 'graphical': ['㇒', '㇗', '㇂', '一', '口', '一']}","dusk, nightfall, twilight, dark",黃昏 昏倒 昏迷,ㄏㄨㄤˊㄏㄨㄣ   ㄏㄨㄣ ㄉㄠˇ  ㄏㄨㄣ ㄇㄧˊ,huánghūn hūndǎo hūnmí,,1330,1696,1249,2,"['氏 [family name]日 [day]\t', '氏\t日', '㇒\t㇗\t㇂\t一\t口\t一']"
婚,marriage,ㄏㄨㄣ,hūn,"{'character': '婚', 'once': ['女', '昏'], 'radical': ['女', '氏', '日'], 'graphical': ['㇛', '一', '丿', '㇒', '㇗', '㇂', '一', '口', '一']}","get married; marriage, wedding",結婚 婚禮 婚姻,ㄐㄧㄝˊㄏㄨㄣ   ㄏㄨㄣ ㄌㄧˇ  ㄏㄨㄣ ㄧㄣ ,jiéhūn hūnlǐ hūnyīn,,1331,1031,1110,3,"['女 [woman]昏 [dusk]\t', '女\t氏\t日', '㇛\t一\t丿\t㇒\t㇗\t㇂\t一\t口\t一']"
