"hanzi","pinyin","loa","fo1","decomposition","simplified","network_level"
"怯","qiè","2853","2483","心去","怯","2"
"蔑","miè","2853","2571","苜戍","蔑","4"
"鑿","záo zào zú zuò","2853","2691","丵凵","凿","2"
"惕","tì","2853","2736","心易","惕","2"
"䧹","yīng","2853","4017","广人隹","䧹","2"
"贈","zèng","2853","2120","贝曾","赠","2"
"侮","wǔ","2853","2616","人每","侮","4"
"咯","kǎ luò lo gē","2853","2738","口各","咯","3"
"詹","zhān dàn shàn","2898","2529","厃八言","詹","4"
"剌","là lá","2898","3490","束刀","剌","2"
"洽","qià hé xiá","2900","3023","水合","洽","3"
"棕","zōng","2900","2768","木宗","棕","3"
"駱","luò jià","2900","2848","马各","骆","3"
"乖","guāi","2900","2466","千北","乖","3"
"陀","tuó","2900","2139","阝它","陀","4"
"綴","zhuì chuò","2900","2986","糸又","缀","2"
"炳","bǐng","2900","3194","火丙","炳","2"
"蠅","yíng","2900","2717","虫黾","蝇","2"
"摹","mó","2900","2991","莫手","摹","4"
"薯","shǔ","2900","3315","艸署","薯","5"
"肆","sì tì","2900","2441","镸聿","肆","2"
"馴","xùn xún","2900","2812","马川","驯","2"
"娶","qǔ","2900","2490","取女","娶","3"
"銹","xiù","2900","3318","金秀","锈","3"
"鑼","luó","2900","3137","金罗","锣","3"
"淹","yān yǎn","2900","2574","水奄","淹","4"
"玫","méi","2900","2299","玉攴","玫","3"
"羨","xiàn yán yí","2900","2725","羊次","羡","3"
"閘","zhá gé yā","2900","3242","门甲","闸","2"
"洶","xiōng","2900","2740","水凶","汹","3"
"舶","bó","2900","2314","舟白","舶","2"
"陋","lòu","2900","2655","阝匚丙","陋","4"
"怖","bù","2900","1776","心布","怖","3"
"畔","pàn","2900","2825","田半","畔","3"
"萎","wěi wēi","2900","2752","艸委","萎","3"
"誦","sòng","2900","2553","言甬","诵","4"
"喧","xuān xuǎn","2900","2772","口宣","喧","3"
"痰","tán","2900","3027","疒炎","痰","3"
"辮","biàn","2900","3206","糸辡","辫","3"
"滔","tāo","2900","2754","水舀","滔","3"
"耿","gěng","2900","2682","耳火","耿","2"
"柑","gān qián","2900","3847","木甘","柑","3"
"椎","zhuī chuí","2900","2451","木隹","椎","2"
"妝","zhuāng","2900","2634","爿女","妆","2"
"咪","mī","2900","3271","口米","咪","2"
"貶","biǎn","2900","2532","贝乏","贬","2"
"坤","kūn","2900","2900","土申","坤","2"
"礁","jiāo","2900","2939","石焦","礁","3"
"丫","yā","2900","2677","丫","丫","1"
"勛","xūn","2900","2345","员力","勋","3"
"烯","xī","2900","3847","火希","烯","3"
"鹵","lǔ","2900","3603","卤","卤","1"
"棺","guān guàn","2900","2681","木官","棺","3"
"裳","cháng shang sháng","2900","2853","尚衣","裳","3"
"雁","yàn","2900","2549","厂人隹","雁","2"
"祿","lù","2900","2377","示录","禄","2"
"侶","lǚ","2900","2656","人吕","侣","2"
"魅","mèi","2900","2657","鬼未","魅","3"
"杉","shān shā","2900","2713","木彡","杉","2"
"甸","diàn tián shèng yìng","2900","2583","勹田","甸","2"
"窯","yáo","2900","2338","穴缶","窑","2"
"炒","chǎo","2900","2585","火少","炒","2"
"嶄","zhǎn chán","2900","3019","山斩","崭","3"
"幢","chuáng zhuàng","2900","2562","巾童","幢","4"
"坪","píng","2900","2711","土平","坪","3"
"匙","chí shi","2900","2472","是匕","匙","4"
"犁","lí","2900","3147","利牛","犁","3"
"膩","nì","2900","2811","肉贰","腻","3"
"朧","lóng lǒng","2900","2829","月龙","胧","2"
"膛","táng tāng","2900","2857","肉堂","膛","4"
"韌","rèn","2900","3115","韦刃","韧","3"
"蚤","zǎo zhǎo","2961","3756","叉虫","蚤","3"
"孵","fū","2962","3222","卵孚","孵","3"
"匝","zā","2962","3813","匚帀","匝","2"
"藉","jiè jí","2962","2612","艸耤","藉","4"
"砌","qì qiè","2962","3188","石切","砌","3"
"桐","tóng","2962","2707","木同","桐","3"
"拂","fú bì","2962","2618","手弗","拂","2"
"柿","shì","2962","3306","木市","柿","2"
"謊","huǎng","2962","2203","言荒","谎","5"
"盞","zhǎn","2962","2795","戋皿","盏","3"
"綁","bǎng","2962","2417","糸邦","绑","5"
"婉","wǎn","2962","2789","女宛","婉","4"
"烘","hōng","2962","3232","火共","烘","4"
"傭","yōng yóng","2962","2542","人用","佣","2"
"妖","yāo","2962","1869","女夭","妖","2"
"拌","bàn pàn","2962","3484","手半","拌","3"
"帆","fān","2962","2455","巾凡","帆","2"
"煞","shā shà","2962","2276","刍攴火","煞","3"
"瑰","guī","2962","2488","玉鬼","瑰","2"
"憾","hàn","2962","2265","心感","憾","4"
"襟","jīn","2962","2835","衣禁","襟","4"
"墜","zhuì","2962","2275","队土","坠","5"
"蝴","hú","2962","2950","虫胡","蝴","4"
"幟","zhì","2962","2805","巾只","帜","3"
"梳","shū","2962","2712","木㐬","梳","3"
"熄","xī xí","2962","2850","火息","熄","3"
"謠","yáo","2962","2595","言䍃","谣","4"
"皖","wǎn huàn","2962","3214","白完","皖","5"
"昧","mèi","2962","2372","日未","昧","3"
"噪","zào","2962","2791","口喿","噪","4"
"莎","shā suō","2962","2122","艸沙","莎","3"
"毯","tǎn","2962","2706","毛炎","毯","3"
"鱗","lín","2962","2757","鱼粦","鳞","4"
"錐","zhuī","2962","3047","金隹","锥","3"
"筷","kuài","2962","3089","竹快","筷","3"
"汰","tài","2962","2955","水太","汰","3"
"苔","tái tāi","2962","3085","艸台","苔","3"
"嗅","xiù","2962","2698","口臭","嗅","3"
"簧","huáng","2962","3322","竹黄","簧","2"
"鈕","niǔ chǒu","2962","2680","金丑","钮","3"
"揉","róu","2962","2810","手柔","揉","3"
"唔","wù wú ńg ń","2962","3170","口吾","唔","3"
